ファイル名,セクションID,要素タイプ,テキスト内容,カテゴリ,サブカテゴリ,提供方法,優先度,新カテゴリ,新サブカテゴリ,新提供方法,新優先度
M52P95tojpjavhch05.xml,ch05se04040205081033,attention_para,走行中のアクセサリーコンセント使用について 走行中、次のような場合は、電気製品を使用しないでください。また、電気製品を確実に固定できない状態で使用しないでください。 わき見運転など、安全運転のさまたげになる場合（テレビ・ビデオ・DVDなど） 急ブレーキをかけたときや衝突したときなどに、固定が不完全で転倒のおそれがある場合 落下による事故や、発熱により火災が発生するおそれがある場合 やけどなどのおそれがある場合（トースター・電子レンジ・電熱器・ポット・コーヒーメーカーなど） ペダルの下に電気製品が入り込み、ブレーキペダルが踏めなくなるおそれがある場合（ドライヤー・AC アダプター・マウスなど）,安全情報・警告,危険警告,体験OS化,中,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch05.xml,ch05se04040205081034,attention_para,窓を閉めたまま、蒸気が出る電気製品を使用しないでください。ガラスが曇って視界が悪化し、運転に支障が出るなどのおそれがあります。また、他の電装品に悪影響をおよぼすおそれがあります。やむを得ず使用するときは、車両を停車した状態で窓を開けて使用してください。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch05.xml,ch05se04040205091001,attention_para,ショートや故障を防ぐために 次のことを必ずお守りください。 お守りいただかないと、正常に作動しなかったり、車両や電気製品が損傷したりするおそれがあります。 車内のトリムの近くやシートの上などで、トースターなどの熱気を出す電気製品を使用しないでください。熱により溶損や焼損のおそれがあります。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch05.xml,ch05se04040205091002,attention_para,振動や熱などに弱い電気製品を車内で使用しないでください。車両の振動や、炎天下での駐車時の熱などにより、電気製品が故障するおそれがあります。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch05.xml,ch05se04040205091003,attention_para,コンセントを使用しないときは、フタを閉めてください。 コンセントに異物が入ったり、飲料水などがかかったりすると、故障したり、ショートしたりするおそれがあります。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch05.xml,ch05se04040205091004,attention_para,駐車中または停車中の使用するとき 長時間給電をするときは、エンジン始動中に排気管から水が出ることがありますが、異常ではありません。 特に外気温が低いときは、排気管の中にある水が凍り、エンジンが始動しにくくなったり、排気管からにおいが発生したりする場合があります。その場合は、いったん給電作業を中断して15分から30分ほど走行してください。,機能の使い方・操作方法,基本操作,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch05.xml,ch05se04040205091005,attention_para,非常時給電システムを使用したあと、走行させるとき 非常時給電システムを停止してからハイブリッドシステムを始動してください。,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se040403,title,正常にアクセサリーコンセント（AC100V 1500W）または非常時給電システムが使用できないときは,機能の使い方・操作方法,機能の説明,体験OS化,中,⑤_スペック・仕様・固有値,設定値,デジタル記録,中
M52P95tojpjavhch05.xml,ch05se0404030501,paratabletxt,正しい手順に従って作業してもアクセサリーコンセントまたは非常時給電システムが使用できない場合は、それぞれ次の事項をご確認ください。,機能の使い方・操作方法,機能の説明,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se0404030502,title,正常にアクセサリーコンセントが使用できないとき,参考情報,その他,RAGシステム,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020601,p,正しい手順に従って作業しても給電が開始されない場合は、それぞれ次の事項をご確認ください。,参考情報,その他,RAGシステム,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,電気製品の電源プラグを抜き、下記項目を確認後、再度AC100Vスイッチを押してください。 ・ピンなどの異物が挿さっていないか ・飲料水、雨水、雪などが付着していないか ・ほこりやゴミが付着していないか,機能の使い方・操作方法,基本操作,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,電気製品の電源プラグを抜き、電気製品自体が故障していないか確認後、再度AC100Vスイッチを押してください。電気製品の取扱説明書を確認してください。,機能の使い方・操作方法,基本操作,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,車両を日陰などへ移動したり、エアコンを使用するなどして車内温度を下げ、しばらくしてから、再度AC100Vスイッチを押してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,しばらく走行したり、エアコンを使用するなどして車内温度を上げ、しばらくしてから、再度AC100Vスイッチを押してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,電気製品の電源プラグを抜き、消費電力の合計が1500W以下になっているか確認後、再度AC100Vスイッチを押してください。,機能の使い方・操作方法,基本操作,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,燃料を給油後、しばらく走行するなどして駆動用電池の残量を回復させてから、再度AC100Vスイッチを押してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,以上の処置を行ってもアクセサリーコンセントが使用できない場合は、トヨタ販売店で点検を受けてください。,機能の使い方・操作方法,基本操作,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,特に外気温が高いときなど、駆動用電池が高温になっている,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,特に外気温が低いときなど、駆動用電池が低温になっている,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305020602,p,燃料が少なくなり、駆動用電池の残量が不足している,機能の使い方・操作方法,基本操作,体験OS化,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch05.xml,ch05se04040305020602,p,消費電力の合計が1500Wを超えている,機能の使い方・操作方法,基本操作,体験OS化,中,⑤_スペック・仕様・固有値,設定値,デジタル記録,中
M52P95tojpjavhch05.xml,ch05se04040305020602,p,コンセントがショートしている,機能の使い方・操作方法,基本操作,体験OS化,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch05.xml,ch05se04040305020602,p,電気製品が作動しない,機能の使い方・操作方法,基本操作,体験OS化,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch05.xml,ch05se0404030503,title,正常に非常時給電システムが使用できないとき,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,電気製品の電源プラグを抜き、下記項目を確認後、パワースイッチをOFF にし、はじめから操作をやり直してください。 ・ピンなどの異物が挿さっていないか ・飲料水、雨水、雪などが付着していないか ・ほこりやゴミが付着していないか,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,パワースイッチがOFFの状態から、ブレーキペダルを踏まずに、パワースイッチをONにしてください。（→ ）マルチインフォメーションディスプレイに“イグニッション ON”と表示されていることを確認してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,電気製品の電源プラグを抜き、製品自体が故障していないかを確認後、パワースイッチをOFF にし、はじめから操作をやり直してください。電気製品の取扱説明書を確認してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,車両を日陰などへ移動したり、エアコンを使用するなどして車内温度を下げ、しばらくしてから、パワースイッチをOFF にし、はじめから操作をやり直してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,電気製品の電源プラグを抜き、消費電力の合計が1500W 以下になっているかを確認後、パワースイッチをOFF にし、はじめから操作をやり直してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,しばらく走行したり、エアコンを使用するなどして車内温度を上げ、しばらくしてから、パワースイッチをOFF にし、はじめから操作をやり直してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,AC100Vスイッチを押す間隔が長すぎる、またはAC100Vスイッチを3回よりも多く押している,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,AC100Vスイッチは1秒以上間隔をあけずに3回連続で押してください。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,ブレーキペダルから足を離してパワースイッチを操作してください。,機能の使い方・操作方法,基本操作,体験OS化,高,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,ブレーキペダルを踏みながらパワースイッチを操作している,機能の使い方・操作方法,基本操作,体験OS化,高,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,p,パワースイッチがACCになっている,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305030602,title,非常時給電システムが使用できない,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se0404030504,title,非常時給電に関するメッセージが表示されたとき,参考情報,その他,RAGシステム,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305040601,p,メッセージの指示に従って、それぞれ必要な処理を行ってください。,参考情報,その他,RAGシステム,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch05.xml,ch05se04040305040602,p,以上の処置を行っても非常時給電システムが使用できない場合は、トヨタ販売店で点検を受けてください。,機能の使い方・操作方法,機能の説明,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305040602,p,燃料を給油後、再度非常時給電システムを起動することが可能になります。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch05.xml,ch05se04040305040602,p,燃料が少なくなった,機能の使い方・操作方法,基本操作,体験OS化,中,⑦_ライフスタイル・目的別利用,ライフスタイル関連,プロアクティブ通知,中
M52P95tojpjavhch05.xml,ch05se04040305040602,title,“燃料の残量低下により給電停止しました”と表示されたとき,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06,title,お手入れのしかた,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se010401,title,外装の手入れ,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010501,paratabletxt,お手入れは、部位や素材にあった適切な方法で実施してください。,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010502,title,手入れの作業要領,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040105020601,p,なお、ボデーコート・ホイールコート・ガラスコートなど、トヨタケミカル商品を施工された場合は、お手入れ方法が異なります。 詳しくはトヨタ販売店にお問い合わせください。,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040105020601,itemtxt,水を十分かけながら車体・足まわり・下まわりの順番に上から下へ汚れを洗い落とす,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040105020601,itemtxt,汚れがひどいときはカーシャンプーを使用し、水で十分洗い流す,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040105020601,itemtxt,車体はスポンジやセーム皮のようなやわらかいもので洗う,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040105020601,itemtxt,水のはじきが悪くなったときは、ワックスがけを行う,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040105020601,itemtxt,水をふき取る,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040105020601,itemtxt_sub,ボデーの表面の汚れを落としても水が玉状にならないときは、車体の温度が冷えているときにワックスをかける（およそ体温以下を目安としてください）,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010502060107010901,note_para,自動洗車機を使うとき ドアミラーを格納し、車両前側から洗車してください。また、走行前は必ずドアミラーを復帰状態にもどしてください。 ブラシで車体などに傷が付き、塗装を損なうことがあります。 洗車機によっては、リヤスポイラーが引っかかり洗車できない場合や、傷付いたり破損したりするおそれがあります。 Nポジションに保持したままにする必要があるときは(→ )を参照してください。,メンテナンス・点検,日常点検,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107010902,note_para,ブレーキキャリパーの塗装について（GR SPORT） 洗剤を使用する場合は中性洗剤を使用して下さい。研磨剤の入った洗剤や硬いブラシは塗装を痛めますので使用しないでください。 ブレーキキャリパーが熱いときは洗剤は使用しないでください。 洗剤を使用したあとは早めに十分洗い流して下さい。,安全情報・警告,禁止事項,体験OS化,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107010903,note_para,ブレーキパッドやディスクローターについて 水に濡れた状態のまま駐車しておくと、錆びて貼り付くことがあります。洗車後は低速で走行し、ブレーキを数回かけて乾燥させてから駐車してください。,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010502060107010904,note_para,高圧洗浄機を使うとき 室内に水が入るおそれがあるため、ノズルの先端をドアやガラスの開閉部に近付けすぎたり、同じ場所に連続してあてたりしないでください。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107010905,note_para,洗車などで車に水をかけたとき キーを携帯して洗車などで水をドアハンドルにかけた場合、施錠／解錠動作をくり返すことがあります。その場合は次のような処置をして、洗車などをしてください。 電子キーを車両から2ｍ以上離れた場所に保管する（電子キーの盗難に注意してください） 電子キーを節電モードに設定し、スマートエントリー＆スタートシステムの作動を停止する（→ ）,機能の使い方・操作方法,基本操作,体験OS化,高,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107010906,note_para,ホイール・ホイールキャップについて 中性洗剤を使用し、早めに汚れを落としてください。 洗剤を使用したあとは放置せずに水で十分洗い流してください。 塗装の損傷を防ぐため、次のことを必ずお守りください。 酸性・アルカリ性および研磨剤の入った洗剤を使用しない 硬いブラシを使用しない 夏場の走行後や駐車後でホイールが熱いときは、洗剤を使用しない,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107010907,note_para,バンパーについて 研磨剤入りの洗剤でこすらないようにしてください。,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010502060107010908,note_para,フロントドアガラスの撥水コーティング ★ について 撥水効果を長持ちさせるため、次のことに注意してください。 フロントドアガラス表面の泥などの汚れを落とす 汚れは早めにやわらかい湿った布などで清掃する コンパウンド（磨き粉）が入ったガラスクリーナーやワックスを使用しない 金属製の道具で霜取りをしない グレード、オプションなどにより、装備の有無があります。,メンテナンス・点検,日常点検,体験OS化,高,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107010909,note_para,メッキ部品のお手入れについて メッキ部品の汚れが落ちにくい場合は、次の方法でお手入れをしてください。 中性洗剤を水で約5％に薄めてやわらかい布に含ませふき取る 乾いたやわらかい布で表面の水分をふき取る 油分を含んだ汚れはアルコール系ウェットティッシュなどで油を浮かせてからふき取る,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010502060107021201,attention_para,洗車をするとき エンジンルーム内に水をかけないでください。 電気部品などに水がかかると、車両火災につながるおそれがあり危険です。,メンテナンス・点検,日常点検,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107021202,attention_para,排気管について 排気管は排気ガスにより高温になります。洗車などでふれる場合は、十分に排気管が冷めてからにしてください。やけどをするおそれがあります。,メンテナンス・点検,日常点検,体験OS化,中,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107021203,attention_para,リヤバンパーについて リヤバンパーの塗装に傷がつくと、次のシステムが正常に作動しなくなるおそれがあります。トヨタ販売店にご相談ください。 BSM ★ RCTA ★,機能の使い方・操作方法,機能の説明,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107031201,attention_para,塗装の劣化や車体・部品（ホイールなど）の腐食を防ぐために 次のような場合は、ただちに洗車してください。 海岸地帯を走行したあと 凍結防止剤を散布した道路を走行したあと コールタール・花粉・樹液・鳥のふん・虫の死がいなどが付着したとき ばい煙・油煙・粉じん・鉄粉・化学物質などの降下が多い場所を走行したあと ほこり・泥などで激しく汚れたとき 塗装にベンジンやガソリンなどの有機溶剤が付着したとき,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010502060107031202,attention_para,塗装に傷が付いた場合は、早めに補修してください。,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010502060107031203,attention_para,ホイール保管時は、腐食を防ぐために汚れを落とし、湿気の少ない場所へ保管してください。,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104010502060107031204,attention_para,ランプの清掃 注意して洗ってください。有機溶剤や硬いブラシは使用しないでください。 ランプを損傷させるおそれがあります。,メンテナンス・点検,日常点検,体験OS化,高,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107031205,attention_para,ランプにワックスがけを行わないでください。 レンズを損傷するおそれがあります。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107031206,attention_para,高圧洗浄機を使用するときは 洗浄時に高圧洗浄機でカメラやカメラ周辺に直接水を当てないでください。 高い水圧により衝撃が加わり、装置が正常に作動しなくなるおそれがあります。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107031207,attention_para,エンブレム裏に搭載されているレーダーに直接水をかけないでください。 部品故障の原因になるおそれがあります。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107031208,attention_para,ノズルの先端を、下記部品の結合部やブーツ類（ゴムまたは樹脂製のカバー）、コネクター類に近づけすぎないでください。 高い水圧がかかることにより、部品が損傷するおそれがあります。 駆動系部品 ステアリング部品 サスペンション部品 ブレーキ部品,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107031209,attention_para,モール、バンパーなど樹脂部分は変形、損傷するおそれがあるため、洗浄ノズルと車体との距離を30cm以上離してください。また、同じ場所へ連続して水をあてないでください。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107031210,attention_para,フロントウインドウガラス下部へ連続して水をあてないでください。エアコンの空気取り入れ口があり、エアコンが正常に作動しなくなるおそれがあります。,機能の使い方・操作方法,基本操作,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se0104010502060107031211,attention_para,高圧洗浄機で車両の下まわりを洗浄しないでください。,安全情報・警告,禁止事項,体験OS化,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se010402,title,内装の手入れ,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104020501,paratabletxt,お手入れは、部位や素材に合った適切な方法で実施してください。,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se0104020502,title,室内の手入れをするには,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040205020601,itemtxt,汚れが落ちない場合は、中性洗剤を水で約1％に薄めてやわらかい布に含ませふき取る 水を浸した布を固くしぼり、表面に残った洗剤・水分をふき取る,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040205020601,itemtxt,掃除機などでほこりを取り除き、水またはぬるま湯を含ませた布でふき取る,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040205030701,note_para,カーペットの洗浄について カーペットは常に乾いた状態を保つことをおすすめします。洗浄には、市販の泡タイプクリーナーがご利用になれます。 スポンジまたはブラシを使用して泡をカーペットに広げ、円を描くように塗り込んでください。直接水をかけたりせず、ふき取ってから乾燥させてください。,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040205030702,note_para,シートベルトの取り扱いについて 刺激の少ない洗剤とぬるま湯で、布やスポンジを使って洗ってください。シートベルトのすり切れ・ほつれ・傷などを定期的に点検してください。,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040205030703,note_para,スーパーUV カットガラスについて ★ ドアガラスが汚れているときは、早めに水またはぬるま湯を含ませた布で軽くふいて清掃してください。 ドアガラスの汚れがひどいときは、ドアガラスの開閉をくり返さないでください。 グレード、オプションなどにより、装備の有無があります。,メンテナンス・点検,日常点検,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040205041001,attention_para,車両への水の浸入,メンテナンス・点検,定期メンテナンス,体験OS化,中,④_メンテナンス・点検指示,日常点検,プロアクティブ通知,高
M52P95tojpjavhch06.xml,ch06se01040205041002,attention_para,床・ラゲージルーム内・駆動用電池冷却用吸入口など、車内に水をかけたり液体をこぼしたりしないでください。（→ ） 駆動用電池や電気部品などに水がかかると、故障や車両火災につながるおそれがあり危険です。,安全情報・警告,危険警告,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se01040205041003,attention_para,SRSエアバッグの構成部品や電気配線をぬらさないでください。（→ ） 電気の不具合により、SRSエアバッグが作動したり、正常に機能しなくなり、重大な傷害におよぶか、最悪の場合死亡につながるおそれがあります。,機能の使い方・操作方法,機能の説明,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se01040205041004,attention_para,内装の手入れをするときは（特にインストルメントパネル） 艶出しワックスや艶出しクリーナーを使用しないでください。インストルメントパネルがフロントウインドウガラスへ映り込み、運転者の視界をさまたげ思わぬ事故につながり、重大な傷害におよぶか、最悪の場合死亡につながるおそれがあります。,メンテナンス・点検,日常点検,体験OS化,高,②_リスク・危険・注意,危険警告,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se01040205051001,attention_para,清掃するとき使用する溶剤について 変色・しみ・塗装はがれの原因になるため、次の溶剤は使用しないでください。 シート以外の部分：ベンジン・ガソリンなどの有機溶剤や酸性またはアルカリ性の溶剤・染色剤・漂白剤 シート部分：シンナー・ベンジン・アルコール、その他の酸性やアルカリ性の溶剤,メンテナンス・点検,日常点検,体験OS化,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se01040205051002,attention_para,艶出しワックスや艶出しクリーナーを使用しないでください。 インストルメントパネルやその他内装の塗装のはがれ・溶解・変形の原因になるおそれがあります。,メンテナンス・点検,日常点検,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se01040205051003,attention_para,床に水がかかると 水で洗わないでください。 オーディオやフロアカーペット下にある電気部品に水がかかると、車の故障の原因となったり、ボデーが錆びるおそれがあります。,安全情報・警告,注意事項,体験OS化,中,②_リスク・危険・注意,注意事項,プロアクティブ通知,最高
M52P95tojpjavhch06.xml,ch06se01040205051004,attention_para,フロントウインドウガラスの内側を掃除するときは 前方カメラのレンズに、ガラスクリーナーが付着しないようにしてください。 また、レンズにはふれないでください。（→ ）,メンテナンス・点検,定期メンテナンス,体験OS化,中,②_リスク・危険・注意,禁止事項,プロアクティブ通知,最高
